1,2251.935675614335,0,0
5,1375.8911104214008,4,379968.9380512529
4,1559.4964712020653,3,1384637.13352464
8,1737.9650596623646,7,153041.20694883083
4,1611.933933555219,3,521866.5442553778
6,1503.9682748927019,5,1128174.8958313486
5,1393.5459443385976,4,342948.10286784184
10,1499.884425079546,9,175725.22301397627
2,1802.6832191963406,1,3309.3805234761376
6,1799.8039738939708,5,334273.5342929529
3,1554.3630725822593,2,95305.66238879276
2,1264.5916867064357,1,31839.702642244993
3,1737.8480367272286,2,88150.16123493949
4,1973.6443856291212,3,470718.49393475865
8,1282.9949401738909,7,154288.38897152318
4,1581.8515448719268,3,67582.36558482272
12,1394.1359360256993,11,474298.5451254552
4,846.4735939901238,3,321097.8075099617
5,1446.5312726603588,4,570519.8461145367
3,2221.776283286729,2,942937.1708717162
5,1506.1638776456468,4,157182.54453940134
5,1502.0798380766603,4,455331.0597666495
6,1511.7453977003163,5,1110156.7685790593
6,1767.5212392607757,5,819546.2615691738
7,1641.3596435209868,6,334492.52387970366
4,1279.103891521926,3,51186.124135346996
4,1087.7990460547505,3,601375.5165653921
5,1162.4117922088165,4,65558.55604066106
6,1730.5682564071521,5,807209.6334096215
5,2245.682509055879,4,349580.9492907063
5,1951.0314020643243,4,208969.57001573005
9,1590.584830491193,8,829119.6786143122
5,1369.709256680053,4,153741.1274199657
9,1289.6376794722544,8,815973.5171885578
7,1323.721872982746,6,295559.03534415766
6,1090.718969614815,5,356049.95604442694
4,1881.910511373796,3,537491.8867008102
10,1507.8005256020315,9,573497.6542399195
5,1487.4896937925764,4,539823.1307535826
4,1908.377965066532,3,222194.8680340843
9,1774.3595324838277,8,655214.497245645
7,1501.1064445367372,6,292119.67726837256
7,1719.2186648608035,6,227700.5622888918
7,1841.1320864115519,6,171268.09930498293
6,2108.365174914542,5,402789.0636986309
3,1395.1039520462782,2,825645.5376618544
6,1765.8804905505401,5,615702.4843153477
7,1556.2301294536344,6,299647.8405219666
11,1785.3432314151453,10,152873.84150930482
8,1909.7987047026318,7,697491.9647386938
3,1358.7149731289676,2,234091.91455380752
5,1402.2894552311993,4,748246.5844516412
3,1647.768711841516,2,164463.54687485492
3,1464.0861161520018,2,719477.5744735982
7,1678.7904329575863,6,405896.24874143227
5,1236.9815937891308,4,214387.56083420402
7,1538.6663733750242,6,439832.91128213686
5,1541.6948085718661,4,1103556.0177250265
