0,0,0,0
1,4661.05,0,0
0,0,0,0
6,2410.4600000000005,5,3754756.0031999997
2,2361.63,1,9292446.720200002
2,3920.1499999999996,1,160982.72819999978
1,3105.41,0,0
1,337.37,0,0
2,2283.895,1,5559878.61845
6,2487.3349999999996,5,3706922.12499
1,4680.79,0,0
5,3192.8199999999997,4,1271371.9261499997
4,1588.6025,3,1122091.9650916667
3,4272.94,2,360415.9311999999
3,4127.653333333333,2,960155.7989333335
2,1848.99,1,3724211.7362
0,0,0,0
2,2535.06,1,3185086.0832
1,4499.13,0,0
2,2421.51,1,6167001.760199999
3,3101.1800000000003,2,201365.2331999999
2,2291.08,1,231934.98319999996
2,3078.71,1,4504020.8978
3,3539.523333333333,2,639226.8954333332
3,3051.7400000000002,2,2275902.0193000007
5,3196.8059999999996,4,2001055.35293
5,2697.9660000000003,4,1025297.86033
5,3147.31,4,2156012.5514499997
1,1056.82,0,0
3,2574.9566666666665,2,1545115.3349333336
5,1914.3379999999997,4,3712096.03407
4,3848.0675000000006,3,641083.7243583334
1,4998.34,0,0
3,639.59,2,2337.9637
3,1168.9333333333332,2,354661.6402333333
5,2349.8900000000003,4,968202.8046000001
4,3042.3075000000003,3,412705.75529166666
4,1770.57,3,2807493.951533334
1,4725.09,0,0
1,1608.6,0,0
4,1904.955,3,3636236.7159
2,3463.875,1,3972393.911249999
3,3005.47,2,5826126.194800001
3,3032.023333333333,2,1439642.735233333
1,4623.24,0,0
3,3326.83,2,932504.3823000002
4,1167.3775,3,232544.95009166666
4,937.6075000000001,3,342507.7235583333
6,2565.495,5,2390184.29863
5,2347.6620000000003,4,2515555.7797699994
1,555.55,0,0
1,3905.48,0,0
1,827.08,0,0
3,2871.18,2,4527921.8223
4,2639.265,3,2228350.092966667
2,1673.76,1,2825112.0402
4,2906.7225,3,885179.5028916666
1,3357.33,0,0
4,1909.3875000000003,3,4240440.772091667
2,3608.18,1,2588859.1058
1,1435.97,0,0
5,1825.48,4,4458473.00835
2,1352.145,1,1361200.5004500002
5,1908.682,4,2558827.83607
1,4847.91,0,0
4,3245.755,3,1892503.0962999994
3,2759.736666666666,2,3731745.5145333335
1,2457.31,0,0
1,1290.31,0,0
2,2229.76,1,3690664.1298
2,4373.57,1,298053.7631999996
1,3332.44,0,0
3,1729.073333333333,2,1346112.5266333332
2,4805.82,1,5078.304199999974
5,2527.7259999999997,4,1309077.2994799998
2,1888.67,1,3820345.536200001
1,131.1,0,0
2,1603.735,1,1882983.58605
5,1641.5559999999998,4,2245998.1568299998
1,283.15,0,0
2,1552.5249999999999,1,1101588.08805
7,2042.4785714285715,6,2236480.306714285
2,1755.965,1,985678.2012499996
3,1637.8899999999996,2,2872084.1961
2,2521.725,1,4679199.36125
4,1661.8025000000002,3,296300.8414916667
4,2901.0924999999997,3,3184988.9800916673
3,2223.93,2,2185917.4701000005
2,1824.7599999999998,1,2087782.6481999997
3,2422.3266666666664,2,4656672.656133333
1,4109.54,0,0
0,0,0,0
2,1560.635,1,1852677.75245
2,2063.375,1,253137.47044999996
3,3506.943333333333,2,2438036.931633333
3,2129.7,2,140288.41559999998
